isbn,feature
0345374711,"[-0.55127805 -0.19079514 -0.5054028  ... -0.5543861  -0.45834333
  0.49015316]"
0385720483,"[-0.8054938  -0.19430935  0.58043396 ... -0.46933448 -0.43552983
  0.48671606]"
0553250787,"[-0.8403885  -0.22342277  0.35957065 ... -0.4027456  -0.43505603
  0.5190861 ]"
8817152323,"[-0.89205396 -0.47517806 -0.84418374 ... -0.4027456  -0.43505603
  0.5190861 ]"
0671734687,"[-0.9225465  -0.32039925 -0.49372947 ... -0.54828423 -0.4641945
  0.5238935 ]"
2877142639,"[-0.8675486  -0.5077502  -0.88509506 ... -0.5534257  -0.47149974
  0.49563524]"
1566199700,"[-0.88795304 -0.399965   -0.6769295  ... -0.46933448 -0.43552983
  0.48671606]"
0760725187,"[-0.7872553  -0.18442726  0.3664365  ... -0.46933448 -0.43552983
  0.48671606]"
1566190959,"[-0.6574955  -0.1433643   0.7194203  ... -0.52574384 -0.43766257
  0.47331983]"
1586190210,"[-0.8666603  -0.29884914  0.22535375 ... -0.46933448 -0.43552983
  0.48671606]"
0805025367,"[-0.861214   -0.24808764 -0.12467486 ... -0.46933448 -0.43552983
  0.48671606]"
0060517468,"[-0.9107653  -0.45001194 -0.6717616  ... -0.5615101  -0.4743888
  0.5031157 ]"
0330280236,"[-0.84220487 -0.2659825  -0.2510725  ... -0.51356006 -0.4481355
  0.48592606]"
0373291639,"[-0.82699865 -0.4094627  -0.6096884  ... -0.56497514 -0.47539926
  0.52548456]"
0451408896,"[-0.85228616 -0.39209384 -0.40881824 ... -0.55333614 -0.46308547
  0.52222294]"
188147562X,"[-0.9577682  -0.435319   -0.89478713 ... -0.5500408  -0.4691263
  0.5238743 ]"
0811835332,"[-0.8737229  -0.2665365  -0.35089186 ... -0.5536737  -0.44072032
  0.46894947]"
0380834448,"[-0.89476013 -0.3983068  -0.24197425 ... -0.5143895  -0.49771494
  0.51843464]"
0425183289,"[-0.81169266 -0.3820128  -0.5524711  ... -0.4997047  -0.40669665
  0.43866524]"
3442454263,"[-0.89387405 -0.4758358  -0.49385878 ... -0.52866673 -0.43686965
  0.49155256]"
3453159071,"[-0.84816307 -0.3725903  -0.09328458 ... -0.580573   -0.49012572
  0.5107678 ]"
1402705190,"[-0.79843724 -0.41049775 -0.4412766  ... -0.4997047  -0.40669665
  0.43866524]"
3442443970,"[-0.95416415 -0.4880721  -0.62602234 ... -0.57678795 -0.48100105
  0.5064497 ]"
0452272211,"[-0.8861099  -0.4250917  -0.5083462  ... -0.04603468 -0.4035997
  0.5536485 ]"
3442413052,"[-0.94111735 -0.42322436 -0.5895318  ... -0.5500408  -0.4691263
  0.5238743 ]"
0002158698,"[-0.89419705 -0.44491136 -0.77361846 ... -0.5649154  -0.47818217
  0.5126288 ]"
0312069634,"[-0.9130003  -0.61590517 -0.9730717  ... -0.54177934 -0.46412575
  0.46355906]"
0671680757,"[-0.8897484  -0.38370058 -0.33404014 ... -0.5054487  -0.45430103
  0.52125025]"
0441736637,"[-0.81178653 -0.32453078 -0.10294656 ... -0.52866673 -0.43686965
  0.49155256]"
0671411241,"[-0.8168421  -0.20197457  0.2906047  ... -0.5500408  -0.4691263
  0.5238743 ]"
1561582948,"[-0.8645409  -0.691183   -0.98256016 ... -0.4997047  -0.40669665
  0.43866524]"
0373707193,"[-0.86834884 -0.31330797 -0.45633858 ... -0.56497514 -0.47539926
  0.52548456]"
0553479180,"[-0.6419363  -0.08494948  0.7715148  ... -0.53935564 -0.46798337
  0.46798602]"
0786881704,"[-0.9347379  -0.5027864  -0.75944793 ... -0.04603468 -0.4035997
  0.5536485 ]"
0764550438,"[-0.871629   -0.37938726 -0.5261818  ... -0.39834562 -0.41827703
  0.494581  ]"
0312914857,"[-0.836848   -0.25126234  0.131826   ... -0.54384834 -0.47100672
  0.5217349 ]"
0060915153,"[-0.92019755 -0.22360882 -0.07773031 ... -0.5198706  -0.46459875
  0.5096375 ]"
0345341953,"[-0.7961953  -0.3254799   0.23383044 ... -0.54384834 -0.47100672
  0.5217349 ]"
0553091395,"[-0.8532214  -0.40144587 -0.59541565 ... -0.40568334 -0.38126728
  0.46212384]"
0962916013,"[-0.8354009  -0.58570546 -0.9812579  ... -0.43626133 -0.39750865
  0.43518934]"
1593080484,"[-0.74343157 -0.03731889  0.80834293 ... -0.51618946 -0.4430714
  0.47404528]"
0851793045,"[-0.92607135 -0.46118367 -0.641752   ... -0.5213858  -0.43189853
  0.48775446]"
0385720688,"[-0.80833566 -0.14727683  0.32640064 ... -0.46933448 -0.43552983
  0.48671606]"
0851790259,"[-0.7857458  -0.28022242 -0.4623497  ... -0.5213858  -0.43189853
  0.48775446]"
0312301154,"[-0.9219901  -0.4001468  -0.5033564  ... -0.54384834 -0.47100672
  0.5217349 ]"
0786860987,"[-0.8648027  -0.27348906 -0.35664618 ... -0.54384834 -0.47100672
  0.5217349 ]"
0312198892,"[-0.8559003  -0.37713972 -0.58495426 ... -0.46933448 -0.43552983
  0.48671606]"
0060176598,"[-0.7410182  -0.24424136 -0.17610581 ... -0.5443953  -0.4846659
  0.4853188 ]"
006017658X,"[-0.87063825 -0.2431823   0.13885957 ... -0.5443953  -0.4846659
  0.4853188 ]"
0671786733,"[-0.8170545  -0.23351611  0.09874602 ... -0.5258696  -0.4621476
  0.4933698 ]"
0804112835,"[-0.90744704 -0.4240017  -0.53305614 ... -0.5543861  -0.45834333
  0.49015316]"
0375404120,"[-0.81939024 -0.18383504  0.25018343 ... -0.5360456  -0.46403673
  0.4752013 ]"
0679440089,"[-0.8556528  -0.2576534  -0.13442771 ... -0.566808   -0.4739464
  0.48205248]"
0393322904,"[-0.91798705 -0.40220508 -0.60954934 ... -0.46933448 -0.43552983
  0.48671606]"
0618049347,"[-0.83099586 -0.13420083  0.4313575  ... -0.53238994 -0.4543269
  0.47801608]"
0877736448,"[-0.9024852  -0.37097442 -0.7643431  ... -0.4027456  -0.43505603
  0.5190861 ]"
0679738045,"[-0.85777235 -0.40214732 -0.68087554 ... -0.46933448 -0.43552983
  0.48671606]"
0192100246,"[-0.86846274 -0.34144688 -0.26018682 ... -0.5546654  -0.45440713
  0.465351  ]"
0156005328,"[-0.87154734 -0.32268134 -0.03661811 ... -0.46933448 -0.43552983
  0.48671606]"
1573220795,"[-0.92536795 -0.5297306  -0.88418084 ... -0.57678795 -0.48100105
  0.5064497 ]"
0671787268,"[-0.85448873 -0.38433397 -0.8877692  ... -0.53935564 -0.46798337
  0.46798602]"
0671701274,"[-0.8530025  -0.43078828 -0.5126719  ... -0.5417692  -0.45123842
  0.47887644]"
0670040789,"[-0.886942   -0.37981552 -0.1474187  ... -0.49204063 -0.46570975
  0.5246827 ]"
0812534417,"[-0.849151   -0.3651479  -0.65106    ... -0.54384834 -0.47100672
  0.5217349 ]"
3822872156,"[-0.8457148  -0.348362   -0.65790075 ... -0.5213858  -0.43189853
  0.48775446]"
0446518050,"[-0.8891238  -0.33845878 -0.6703599  ... -0.54384834 -0.47100672
  0.5217349 ]"
0671818937,"[-0.92653894 -0.42757803 -0.4695268  ... -0.5522642  -0.47046882
  0.47848067]"
0380812053,"[-0.89096105 -0.388697   -0.39553687 ... -0.54384834 -0.47100672
  0.5217349 ]"
0525941681,"[-0.88491315 -0.28878322  0.11358537 ... -0.5443953  -0.4846659
  0.4853188 ]"
0446674206,"[-0.9108241  -0.5431077  -0.74232095 ... -0.49204063 -0.46570975
  0.5246827 ]"
0486282406,"[-0.84728616 -0.29563597 -0.05424558 ... -0.5432278  -0.4462272
  0.4748135 ]"
0525463089,"[-0.87453413 -0.48852634 -0.74345624 ... -0.49224815 -0.4872901
  0.48756933]"
1576732509,"[-0.7583487  -0.21268162 -0.18221161 ... -0.5067335  -0.4379256
  0.4542572 ]"
0030152615,"[-0.8514203  -0.44723922 -0.8494891  ... -0.04603468 -0.4035997
  0.5536485 ]"
0679869743,"[-0.7570045  -0.28556368 -0.0861499  ... -0.04603468 -0.4035997
  0.5536485 ]"
0373243170,"[-0.85972434 -0.49296713 -0.900892   ... -0.56497514 -0.47539926
  0.52548456]"
0553095552,"[-0.9179092  -0.46892774 -0.71955776 ... -0.04603468 -0.4035997
  0.5536485 ]"
0609601040,"[-0.9252866  -0.41760337 -0.8107369  ... -0.04603468 -0.4035997
  0.5536485 ]"
1570627215,"[-0.93206936 -0.4347205  -0.55870384 ... -0.46933448 -0.43552983
  0.48671606]"
0849937132,"[-0.81314534 -0.29151106  0.18369499 ... -0.46933448 -0.43552983
  0.48671606]"
0452281016,"[-0.7438524  -0.4593202  -0.9194883  ... -0.04603468 -0.4035997
  0.5536485 ]"
0373871708,"[-0.82967955 -0.25030088 -0.09310842 ... -0.56497514 -0.47539926
  0.52548456]"
0060190310,"[-0.9051003  -0.5959532  -0.97710073 ... -0.49204063 -0.46570975
  0.5246827 ]"
0451207092,"[-0.81247133 -0.37200752 -0.4926515  ... -0.04603468 -0.4035997
  0.5536485 ]"
0439434289,"[-0.8688886  -0.4802523  -0.90575945 ... -0.24405736 -0.44187877
  0.5185339 ]"
0802137326,"[-0.69949645 -0.1496571   0.37055236 ... -0.46933448 -0.43552983
  0.48671606]"
1885983093,"[-0.71677285 -0.19112371  0.36602888 ... -0.5778069  -0.49938685
  0.4776152 ]"
0425105628,"[-0.7485     -0.11828069  0.55440557 ... -0.4027456  -0.43505603
  0.5190861 ]"
0330337408,"[-0.8677573  -0.33527118 -0.24545862 ... -0.5500098  -0.4813964
  0.51034397]"
055326544X,"[-0.80128837 -0.22755323 -0.01741712 ... -0.54399216 -0.4682805
  0.49234053]"
0732909449,"[-0.8548634  -0.2989912  -0.06352212 ... -0.5500098  -0.4813964
  0.51034397]"
0207124310,"[-0.9090863  -0.370672   -0.64546585 ... -0.43249318 -0.4605008
  0.5396396 ]"
077108482X,"[-0.9195792  -0.46436983 -0.49763384 ... -0.5639898  -0.4381073
  0.43098885]"
0449220281,"[-0.95763415 -0.39514306 -0.7361073  ... -0.54384834 -0.47100672
  0.5217349 ]"
0879235322,"[-0.8628347  -0.3221521  -0.19687983 ... -0.46933448 -0.43552983
  0.48671606]"
0395219906,"[-0.8339057  -0.28685713  0.28948832 ... -0.40772584 -0.43213847
  0.5040389 ]"
067013497X,"[-0.876096   -0.26870844 -0.3383768  ... -0.5267996  -0.42779878
  0.4343    ]"
0786006560,"[-0.8180679  -0.49651015 -0.8996316  ... -0.04603468 -0.4035997
  0.5536485 ]"
0195402065,"[-0.9360986  -0.5410664  -0.9028349  ... -0.55167156 -0.42931268
  0.45742026]"
0151628351,"[-0.6536219  -0.11290539  0.50682217 ... -0.46933448 -0.43552983
  0.48671606]"
0440217938,"[-0.8637423  -0.38155085 -0.6757071  ... -0.04603468 -0.4035997
  0.5536485 ]"
0345315995,"[-0.8339154  -0.35303423 -0.14274585 ... -0.52866673 -0.43686965
  0.49155256]"
0156252775,"[-0.90134007 -0.41060704 -0.52639204 ... -0.46933448 -0.43552983
  0.48671606]"
0671729497,"[-0.9168094  -0.41563866 -0.68116    ... -0.5500408  -0.4691263
  0.5238743 ]"
068815588X,"[-0.91161144 -0.6065523  -0.97848314 ... -0.512617   -0.44719544
  0.4810125 ]"
0064408426,"[-0.7595261  -0.2232729   0.26369822 ... -0.4027456  -0.43505603
  0.5190861 ]"
0517222027,"[-0.6623886  -0.11136073  0.58984804 ... -0.46933448 -0.43552983
  0.48671606]"
0758203055,"[-0.94532263 -0.45388487 -0.96558785 ... -0.5799819  -0.49357143
  0.51207554]"
0380710846,"[-0.90649533 -0.49465662 -0.79366285 ... -0.52574384 -0.43766257
  0.47331983]"
0842332308,"[-0.8121833  -0.26661992  0.2286754  ... -0.5789285  -0.4854476
  0.53004473]"
0590482297,"[-0.74596703 -0.35147318 -0.50863266 ... -0.4027456  -0.43505603
  0.5190861 ]"
0439420970,"[-0.9383237  -0.4463667  -0.6877842  ... -0.04603468 -0.4035997
  0.5536485 ]"
0938410598,"[-0.8738925  -0.47998592 -0.66875076 ... -0.46933448 -0.43552983
  0.48671606]"
0373292309,"[-0.75344074 -0.16076717  0.6770799  ... -0.56497514 -0.47539926
  0.52548456]"
067100980X,"[-0.88796115 -0.5316419  -0.9805657  ... -0.04603468 -0.4035997
  0.5536485 ]"
1558503048,"[-0.87884027 -0.5861679  -0.91405624 ... -0.04603468 -0.4035997
  0.5536485 ]"
0452265576,"[-0.7574439  -0.12676328  0.36461297 ... -0.06591122 -0.38135746
  0.53054136]"
0061097934,"[-0.8329178  -0.26060462  0.31906527 ... -0.52574384 -0.43766257
  0.47331983]"
0373834535,"[-0.8982634  -0.48694092 -0.86785936 ... -0.51618946 -0.4430714
  0.47404528]"
0439446171,"[-0.8909566  -0.31720245 -0.24962874 ... -0.5143895  -0.49771494
  0.51843464]"
1562829327,"[-0.8931342  -0.35159233 -0.24055636 ... -0.54384834 -0.47100672
  0.5217349 ]"
0802133290,"[-0.68643034 -0.08356497  0.76069826 ... -0.53113914 -0.4401348
  0.47272828]"
0312276885,"[-0.77132213 -0.14209396  0.57729656 ... -0.5258696  -0.4621476
  0.4933698 ]"
0743424190,"[-0.89789927 -0.40233424 -0.71129644 ... -0.52866673 -0.43686965
  0.49155256]"
0553106244,"[-0.75063354 -0.14594857  0.3942428  ... -0.5601432  -0.47745803
  0.4820637 ]"
8466300252,"[-0.5886999  -0.22824998  0.24893898 ... -0.58177507 -0.4832086
  0.4885423 ]"
0843937424,"[-0.898202   -0.25802472  0.04788728 ... -0.56497514 -0.47539926
  0.52548456]"
0440215501,"[-0.86788976 -0.30006453  0.27856565 ... -0.5443953  -0.4846659
  0.4853188 ]"
0060177810,"[-0.80185324 -0.2546039   0.27051073 ... -0.56497514 -0.47539926
  0.52548456]"
0768102332,"[-0.8129534  -0.22791365  0.5085972  ... -0.04603468 -0.4035997
  0.5536485 ]"
0515130141,"[-0.89144397 -0.3602668  -0.2757331  ... -0.54904497 -0.44945738
  0.49237296]"
0553584405,"[-0.84570175 -0.24399982  0.3157811  ... -0.5536523  -0.44960693
  0.45774427]"
0060196092,"[-0.74493283 -0.19381264  0.10782439 ... -0.5443953  -0.4846659
  0.4853188 ]"
0671744593,"[-0.76155806 -0.18144202  0.62819415 ... -0.57181764 -0.45565084
  0.49867436]"
0671618857,"[-0.83933234 -0.28935364  0.1611221  ... -0.46933448 -0.43552983
  0.48671606]"
038531437X,"[-0.7208175  -0.12302856  0.5648546  ... -0.56497514 -0.47539926
  0.52548456]"
0399136118,"[-0.80572075 -0.23875129 -0.22138374 ... -0.54384834 -0.47100672
  0.5217349 ]"
0300076339,"[-0.85986674 -0.3895254  -0.6146365  ... -0.4027456  -0.43505603
  0.5190861 ]"
0373710100,"[-0.8085827  -0.38997713 -0.6875135  ... -0.56497514 -0.47539926
  0.52548456]"
0312320159,"[-0.85479194 -0.26930755  0.38835463 ... -0.5768424  -0.47848636
  0.48188362]"
0345443489,"[-0.7107502  -0.07906163  0.7466894  ... -0.54384834 -0.47100672
  0.5217349 ]"
3548236065,"[-0.9233259  -0.3043593  -0.07413016 ... -0.46933448 -0.43552983
  0.48671606]"
0671793632,"[-0.87867546 -0.36846018 -0.05780286 ... -0.5715631  -0.46387953
  0.49716848]"
0694525871,"[-0.8917246  -0.4410512  -0.68453485 ... -0.24405736 -0.44187877
  0.5185339 ]"
0312972725,"[-0.876908   -0.25563818 -0.58355236 ... -0.56497514 -0.47539926
  0.52548456]"
0786011645,"[-0.780587   -0.17334169  0.21679272 ... -0.5258696  -0.4621476
  0.4933698 ]"
0425188930,"[-0.7776706  -0.1595707   0.4785233  ... -0.58619136 -0.4969735
  0.5278059 ]"
0590423010,"[-0.7427551  -0.23118882 -0.60548615 ... -0.5143895  -0.49771494
  0.51843464]"
0747537690,"[-0.76964146 -0.1989066   0.13437417 ... -0.54778236 -0.44530395
  0.48841143]"
0515129062,"[-0.9100443  -0.34808937 -0.33012402 ... -0.58558965 -0.4906701
  0.50690734]"
1853261319,"[-0.8779353  -0.38468915 -0.7875624  ... -0.5074948  -0.4837458
  0.49601665]"
0812523415,"[-0.7856928  -0.26714677 -0.737206   ... -0.5789285  -0.4854476
  0.53004473]"
037329008X,"[-0.8902934  -0.35355288 -0.3630167  ... -0.56497514 -0.47539926
  0.52548456]"
0786883456,"[-0.81526446 -0.3967103  -0.4999963  ... -0.04603468 -0.4035997
  0.5536485 ]"
0451155963,"[-0.90383446 -0.47150394 -0.7955813  ... -0.5715971  -0.43892965
  0.46307942]"
0571212018,"[-0.8510757  -0.3953448  -0.90930235 ... -0.54150957 -0.4660557
  0.53044015]"
0671794043,"[-0.7848743  -0.26232415 -0.26239443 ... -0.5720839  -0.4816805
  0.48697343]"
0060392096,"[-0.88173085 -0.5091566  -0.80923873 ... -0.46933448 -0.43552983
  0.48671606]"
0140622004,"[-0.8805784  -0.3174486  -0.29762927 ... -0.4027456  -0.43505603
  0.5190861 ]"
0140183132,"[-0.8539048  -0.2827516  -0.06562234 ... -0.46933448 -0.43552983
  0.48671606]"
0743219708,"[-0.85025054 -0.35264707 -0.06135568 ... -0.04603468 -0.4035997
  0.5536485 ]"
037379052X,"[-0.7619337  -0.20200953 -0.07085457 ... -0.56497514 -0.47539926
  0.52548456]"
055327869X,"[-0.8026559  -0.3095801  -0.49458963 ... -0.54778236 -0.44530395
  0.48841143]"
0373291159,"[-0.75382507 -0.44099247  0.05343734 ... -0.54904497 -0.44945738
  0.49237296]"
055325975x,"[-0.8201758  -0.17469618  0.00110843 ... -0.54384834 -0.47100672
  0.5217349 ]"
0761543287,"[-0.93234617 -0.5348399  -0.95560306 ... -0.54427916 -0.44617683
  0.507497  ]"
0761544526,"[-0.92449653 -0.5832226  -0.93182045 ... -0.04603468 -0.4035997
  0.5536485 ]"
0446606510,"[-0.92321694 -0.43043378 -0.4902252  ... -0.56497514 -0.47539926
  0.52548456]"
0761540970,"[-0.9206276  -0.6301886  -0.95482963 ... -0.04603468 -0.4035997
  0.5536485 ]"
0425167739,"[-0.9027733  -0.41053268 -0.6217132  ... -0.54384834 -0.47100672
  0.5217349 ]"
0451524403,"[-0.9157983  -0.38093594 -0.6707751  ... -0.46933448 -0.43552983
  0.48671606]"
0553571729,"[-0.7378672  -0.08787502  0.67334276 ... -0.54384834 -0.47100672
  0.5217349 ]"
044020464X,"[-0.81946385 -0.25100785 -0.27603143 ... -0.51618946 -0.4430714
  0.47404528]"
0810109980,"[-0.74862343 -0.18093218  0.38886383 ... -0.46933448 -0.43552983
  0.48671606]"
0141184868,"[-0.87034535 -0.36753723 -0.53555787 ... -0.46933448 -0.43552983
  0.48671606]"
0689832087,"[-0.8563893  -0.4398796  -0.77602357 ... -0.5143895  -0.49771494
  0.51843464]"
0224060503,"[-0.86524606 -0.2627233  -0.5426689  ... -0.5290349  -0.43012622
  0.44436288]"
0425047563,"[-0.8547895  -0.29850626  0.1263189  ... -0.51647323 -0.43499112
  0.49718618]"
0679806695,"[-0.89290607 -0.36330417 -0.38435587 ... -0.24405736 -0.44187877
  0.5185339 ]"
0198319266,"[-0.88055354 -0.3763818   0.03341025 ... -0.4027456  -0.43505603
  0.5190861 ]"
0684864487,"[-0.77610135 -0.16631164  0.58538306 ... -0.46933448 -0.43552983
  0.48671606]"
1551531909,"[-0.93194133 -0.26050267 -0.28317216 ... -0.5156409  -0.4696934
  0.52221745]"
0689832079,"[-0.90474313 -0.4089073  -0.8871228  ... -0.5143895  -0.49771494
  0.51843464]"
0571204643,"[-0.9039734  -0.23157339 -0.2876567  ... -0.4027456  -0.43505603
  0.5190861 ]"
068982985X,"[-0.8391976  -0.27131093 -0.15219583 ... -0.5143895  -0.49771494
  0.51843464]"
0140620923,"[-0.84172964 -0.33485538 -0.29241818 ... -0.46933448 -0.43552983
  0.48671606]"
1585670847,"[-0.8898623  -0.39221528  0.10275543 ... -0.52412254 -0.4618604
  0.46039444]"
0330318403,"[-0.7877123  -0.2060757   0.46937475 ... -0.52574384 -0.43766257
  0.47331983]"
1551661462,"[-0.8208007  -0.31414145  0.10011742 ... -0.56058794 -0.47858295
  0.4998185 ]"
0373079885,"[-0.8073148  -0.28448462 -0.26397544 ... -0.56497514 -0.47539926
  0.52548456]"
0515133612,"[-0.8060676  -0.19147189  0.3311361  ... -0.5258696  -0.4621476
  0.4933698 ]"
1840385391,"[-0.9344942  -0.59989256 -0.96109295 ... -0.4997047  -0.40669665
  0.43866524]"
0373243030,"[-0.87693614 -0.50707304 -0.62909365 ... -0.56497514 -0.47539926
  0.52548456]"
0312966822,"[-0.9093324  -0.43769148 -0.5888267  ... -0.54384834 -0.47100672
  0.5217349 ]"
0312205279,"[-0.9066913  -0.29336077 -0.65324336 ... -0.5443953  -0.4846659
  0.4853188 ]"
0590443003,"[-0.74110883 -0.4486891  -0.8464668  ... -0.5074948  -0.4837458
  0.49601665]"
0553560506,"[-0.88056076 -0.45717427 -0.7038107  ... -0.56497514 -0.47539926
  0.52548456]"
0671703099,"[-0.8983533  -0.23307098  0.04738617 ... -0.5602325  -0.47572938
  0.5002704 ]"
0771060815,"[-0.85265166 -0.24457885  0.08018176 ... -0.46933448 -0.43552983
  0.48671606]"
0399135375,"[-0.8106126  -0.3203557  -0.00493983 ... -0.54384834 -0.47100672
  0.5217349 ]"
0684815001,"[-0.8750925  -0.36992335 -0.5676637  ... -0.512617   -0.44719544
  0.4810125 ]"
0671003992,"[-0.86275226 -0.27727848  0.0893009  ... -0.56497514 -0.47539926
  0.52548456]"
0764551566,"[-0.91182107 -0.59024906 -0.9503658  ... -0.04603468 -0.4035997
  0.5536485 ]"
0920668429,"[-0.92559963 -0.42063075 -0.7580394  ... -0.5143895  -0.49771494
  0.51843464]"
0553011413,"[-0.8851956  -0.54535115 -0.9335169  ... -0.5759298  -0.48023316
  0.5297895 ]"
0446362778,"[-0.838526   -0.40694898 -0.21688677 ... -0.54177934 -0.46412575
  0.46355906]"
0449146898,"[-0.9283738  -0.26981068 -0.576522   ... -0.54384834 -0.47100672
  0.5217349 ]"
0671887343,"[-0.7203012  -0.20883149  0.42208576 ... -0.5143895  -0.49771494
  0.51843464]"
0451154681,"[-0.88721365 -0.49974948 -0.77812433 ... -0.4027456  -0.43505603
  0.5190861 ]"
0373650027,"[-0.72762704 -0.11126196  0.2577617  ... -0.56497514 -0.47539926
  0.52548456]"
037370805X,"[-0.80245435 -0.26538742 -0.30282828 ... -0.56497514 -0.47539926
  0.52548456]"
0804105405,"[-0.8567102  -0.3075281  -0.07229843 ... -0.54384834 -0.47100672
  0.5217349 ]"
0345364759,"[-0.9366725  -0.6015563  -0.96130544 ... -0.5564482  -0.45933646
  0.48060042]"
0380763389,"[-0.8516906  -0.14419568  0.15476471 ... -0.55333614 -0.46308547
  0.52222294]"
0345333578,"[-0.90538096 -0.21002242 -0.5268572  ... -0.5615101  -0.4743888
  0.5031157 ]"
034537102X,"[-0.9171765  -0.45867002 -0.6567091  ... -0.46933448 -0.43552983
  0.48671606]"
3453181123,"[-0.90306187 -0.4007633  -0.47726488 ... -0.29242522 -0.3694783
  0.46046117]"
3518397389,"[-0.9440024  -0.4069632  -0.59944814 ... -0.46933448 -0.43552983
  0.48671606]"
0445040890,"[-0.86961424 -0.35151905 -0.3050902  ... -0.5789285  -0.4854476
  0.53004473]"
0373708343,"[-0.7521112  -0.49116567 -0.94278824 ... -0.56497514 -0.47539926
  0.52548456]"
0451408306,"[-0.92422414 -0.32569408 -0.2671524  ... -0.5779581  -0.48101023
  0.506118  ]"
0553285793,"[-0.9433808  -0.5866561  -0.9412333  ... -0.58630514 -0.4858916
  0.49609953]"
0842319441,"[-0.8913586  -0.36258933 -0.42082143 ... -0.5779581  -0.48101023
  0.506118  ]"
2290315605,"[-0.784555   -0.27971062 -0.70037353 ... -0.571619   -0.46902576
  0.48597825]"
084237230X,"[-0.845694   -0.21958683 -0.10053748 ... -0.56497514 -0.47539926
  0.52548456]"
0394715047,"[-0.8635345  -0.3450638   0.06543771 ... -0.58630514 -0.4858916
  0.49609953]"
0312130570,"[-0.8173722  -0.19059213 -0.28955528 ... -0.49204063 -0.46570975
  0.5246827 ]"
3446216847,"[-0.85439664 -0.5060605  -0.8369187  ... -0.5807831  -0.4659429
  0.4498535 ]"
0345331672,"[-0.72327733 -0.06586977  0.7972743  ... -0.5696159  -0.4921744
  0.48985943]"
0553072633,"[-0.79208624 -0.22784853  0.23264751 ... -0.5258696  -0.4621476
  0.4933698 ]"
0884114775,"[-0.89078087 -0.5585213  -0.8200773  ... -0.54384834 -0.47100672
  0.5217349 ]"
